event_name,prompt,image_generated,saved_filename
louis-of-orleans-assassinated,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Louis of Orleans Assassinated — The French king's brother was killed in Paris on the orders of the Duke of Burgundy, starting a long civil war.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
prague-astronomical-clock,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Prague Astronomical Clock — The Orloj was mounted on Prague's Old Town Hall, showing the hour, the zodiac and the positions of sun and moon.. The structure filling the frame from a dramatic low angle. One or two human figures for scale. Strong geometry and clean lines. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
london-lantern-order,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. London Orders Winter Lanterns — The mayor required householders to hang lanterns outside on dark evenings, an early rule for lighting city streets.. A document, seal, gavel or carved statute filling the frame, lit hard from one side. Weight and permanence over people. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
poggio-recovers-lucretius,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Poggio Recovers Lucretius — The book hunter Poggio Bracciolini found the last surviving copy of the Roman poem On the Nature of Things in a German abbey.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
voynich-manuscript-created,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Voynich Manuscript — An illustrated codex was written in an unknown script that has since defeated every professional codebreaker who tried it.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
henry-vi-crowned-in-paris,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Henry VI Crowned in Paris — The boy king of England was crowned King of France at Notre-Dame, the only monarch ever crowned in both kingdoms.. A single throne, crown, standard or seated ruler dominating the frame. Regalia and power made physical, not a map or a crowd. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
cusa-infinite-universe,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Cusa Denies the Cosmic Centre — Nicholas of Cusa argued the universe has no centre and no outer edge, and that stars are other suns.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
alberti-cipher-disk,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Alberti's Cipher Disk — Leon Battista Alberti mounted two lettered discs that turned mid-message, the first cipher to switch alphabets as it ran.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
printed-ptolemy-maps,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Ptolemy's Maps Printed — A Bologna press issued the Geographia with engraved maps, putting identical copies of one world picture into many hands.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
pazzi-conspiracy,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Pazzi Conspiracy — Rival bankers attacked the Medici brothers during Mass in Florence. Giuliano was killed and Lorenzo escaped.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. rich Renaissance golds, deep vermillion, ultramarine blues, warm flesh tones painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
