name,friendly_name,year,category,difficulty,description
immigrant-textile-workers-in-lawrence-massachuset,"Immigrant textile workers in Lawrence, Massachusetts, go on",1912,diplomatic,medium,"Immigrant textile workers in Lawrence, Massachusetts, go on strike when wages are reduced in response to a mandated shortening of the work week."
british-polar-explorer-captain-robert-falcon-scott,British polar explorer Captain Robert Falcon Scott reaches,1912,exploration,medium,"British polar explorer Captain Robert Falcon Scott reaches the South Pole, one month after Roald Amundsen."
the-international-opium-convention-is-signed-at-th,The International Opium Convention is signed at The Hague.,1912,diplomatic,medium,The International Opium Convention is signed at The Hague.
the-xuantong-emperor-the-last-emperor-of-china-a,"The Xuantong Emperor, the last Emperor of China, abdicates.",1912,diplomatic,medium,"The Xuantong Emperor, the last Emperor of China, abdicates."
the-spt-airboat-line-becomes-the-worlds-first-sch,The SPT Airboat Line becomes the world's first scheduled,1914,exploration,medium,The SPT Airboat Line becomes the world's first scheduled airline to use a winged aircraft.
the-ford-motor-company-announces-an-eight-hour-wor,The Ford Motor Company announces an eight-hour workday and,1914,cultural,medium,The Ford Motor Company announces an eight-hour workday and minimum daily wage of $5 in salary plus bonuses.
the-phi-beta-sigma-fraternity-is-founded-by-africa,The Phi Beta Sigma fraternity is founded by,1914,conflict,medium,"The Phi Beta Sigma fraternity is founded by African-American students at Howard University in Washington D.C., United States."
copyright-in-new-york-city-the-american-society-o,Copyright: In New York City the American Society of,1914,cultural,medium,"Copyright: In New York City the American Society of Composers, Authors and Publishers is established to protect the copyrighted musical compositions of its members."
hmhs-britannic-sister-to-the-rms-titanic-is-laun,"HMHS Britannic, sister to the RMS Titanic, is launched at",1914,cultural,easy,"HMHS Britannic, sister to the RMS Titanic, is launched at Harland and Wolff shipyard in Belfast."
china-joins-the-universal-postal-union,China joins the Universal Postal Union.,1914,cultural,medium,China joins the Universal Postal Union.
prince-william-of-wied-arrives-in-albania-to-begin,Prince William of Wied arrives in Albania to begin his,1914,diplomatic,medium,Prince William of Wied arrives in Albania to begin his reign as King.
nineteen-men-women-and-children-participating-in,"Nineteen men, women, and children participating in a strike",1914,conflict,medium,"Nineteen men, women, and children participating in a strike are killed in the Ludlow Massacre during the Colorado Coalfield War."
ypiranga-incident-a-german-arms-shipment-to-mexic,Ypiranga incident: A German arms shipment to Mexico is,1914,conflict,medium,Ypiranga incident: A German arms shipment to Mexico is intercepted by the U.S. Navy near Veracruz.
first-baseball-game-at-wrigley-field-then-known-a,"First baseball game at Wrigley Field, then known as",1914,exploration,medium,"First baseball game at Wrigley Field, then known as Weeghman Park, in Chicago."
world-war-i-the-battle-of-gallipoli-concludes-wit,World War I: The Battle of Gallipoli concludes with an,1916,conflict,easy,World War I: The Battle of Gallipoli concludes with an Ottoman Empire victory when the last Allied forces are evacuated from the peninsula.
world-war-i-imperial-russia-begins-the-erzurum-of,"World War I: Imperial Russia begins the Erzurum Offensive,",1916,conflict,easy,"World War I: Imperial Russia begins the Erzurum Offensive, leading to the defeat of the Ottoman Empire's Third Army."
both-oswald-boelcke-and-max-immelmann-for-achievi,"Both Oswald Boelcke and Max Immelmann, for achieving eight",1916,conflict,medium,"Both Oswald Boelcke and Max Immelmann, for achieving eight aerial victories each over Allied aircraft, receive the German Empire's highest military award, the Pour le Mérite as the first German aviators to earn it."
in-brushaber-v-union-pacific-railroad-co-the-su,"In Brushaber v. Union Pacific Railroad Co., the Supreme",1916,diplomatic,medium,"In Brushaber v. Union Pacific Railroad Co., the Supreme Court of the United States declares the federal income tax constitutional."
world-war-i-the-british-government-passes-the-mil,World War I: The British government passes the Military,1916,diplomatic,easy,World War I: The British government passes the Military Service Act that introduces conscription in the United Kingdom.
the-canadian-province-of-manitoba-grants-women-the,The Canadian province of Manitoba grants women the right to,1916,diplomatic,medium,"The Canadian province of Manitoba grants women the right to vote and run for office in provincial elections (although still excluding women of Indigenous or Asian heritage), marking the first time women in Canada are granted voting rights."
the-centre-block-of-the-parliament-buildings-in-ot,"The Centre Block of the Parliament buildings in Ottawa,",1916,diplomatic,medium,"The Centre Block of the Parliament buildings in Ottawa, Ontario, Canada burns down with the loss of seven lives."
the-governor-general-of-korea-establishes-a-clinic,The Governor-General of Korea establishes a clinic called,1916,cultural,medium,The Governor-General of Korea establishes a clinic called Jahyewon in Sorokdo to segregate Hansen's disease patients.
the-finnish-declaration-of-independence-is-recogni,The Finnish Declaration of Independence is recognized by,1918,diplomatic,easy,"The Finnish Declaration of Independence is recognized by Russia, Sweden, Germany and France."
us-president-woodrow-wilson-announces-his-fourt,"U.S. President Woodrow Wilson announces his ""Fourteen",1918,conflict,easy,"U.S. President Woodrow Wilson announces his ""Fourteen Points"" for the aftermath of World War I."
battle-of-bear-valley-the-last-battle-of-the-amer,Battle of Bear Valley: The last battle of the American,1918,conflict,medium,Battle of Bear Valley: The last battle of the American Indian Wars.
the-minnie-pit-disaster-coal-mining-accident-occur,The Minnie Pit Disaster coal mining accident occurs in,1918,disasters,medium,"The Minnie Pit Disaster coal mining accident occurs in Halmer End, Staffordshire, in which 155 men and boys die."
finnish-civil-war-the-first-serious-battles-take,Finnish Civil War: The first serious battles take place,1918,conflict,easy,Finnish Civil War: The first serious battles take place between the Red Guards and the White Guard.
the-gregorian-calendar-is-introduced-in-russia-by,The Gregorian calendar is introduced in Russia by decree of,1918,cultural,medium,The Gregorian calendar is introduced in Russia by decree of the Council of People's Commissars effective February 14 (New Style).
the-ukrainian-peoples-republic-declares-independe,The Ukrainian People's Republic declares independence from,1918,diplomatic,medium,The Ukrainian People's Republic declares independence from Soviet Russia.
the-finnish-defence-forces-the-white-guards-are,The Finnish Defence Forces (The White Guards) are,1918,conflict,medium,"The Finnish Defence Forces (The White Guards) are established as the official army of independent Finland, and Baron C. G. E. Mannerheim is appointed its Commander-in-Chief."
finnish-civil-war-a-group-of-red-guards-hangs-a-r,Finnish Civil War: A group of Red Guards hangs a red,1918,conflict,easy,Finnish Civil War: A group of Red Guards hangs a red lantern atop the tower of Helsinki Workers' Hall to symbolically mark the start of the war.
beginning-of-the-finnish-civil-war,Beginning of the Finnish Civil War.,1918,conflict,easy,Beginning of the Finnish Civil War.
the-second-palmer-raid-ordered-by-the-us-departme,"The second Palmer Raid, ordered by the US Department of",1920,cultural,medium,"The second Palmer Raid, ordered by the US Department of Justice, results in 6,000 suspected communists and anarchists being arrested and held without trial."
over-640-are-killed-after-a-magnitude-64-earthqua,Over 640 are killed after a magnitude 6.4 earthquake,1920,disasters,medium,Over 640 are killed after a magnitude 6.4 earthquake strikes the Mexican states Puebla and Veracruz.
the-new-york-state-assembly-refuses-to-seat-five-d,The New York State Assembly refuses to seat five duly,1920,cultural,medium,The New York State Assembly refuses to seat five duly elected Socialist assemblymen.
the-steel-strike-of-1919-ends-in-failure-for-the-a,The steel strike of 1919 ends in failure for the,1920,cultural,medium,"The steel strike of 1919 ends in failure for the Amalgamated Association of Iron, Steel and Tin Workers labor union."
the-treaty-of-versailles-takes-effect-officially,"The Treaty of Versailles takes effect, officially ending",1920,conflict,easy,"The Treaty of Versailles takes effect, officially ending World War I for all combatant nations except the United States."
league-of-nations-covenant-automatically-enters-in,League of Nations Covenant automatically enters into force,1920,diplomatic,medium,League of Nations Covenant automatically enters into force after the Treaty of Versailles is ratified by Germany.
the-reichstag-bloodbath-of-january-13-1920-the-b,"The Reichstag Bloodbath of January 13, 1920, the bloodiest",1920,cultural,medium,"The Reichstag Bloodbath of January 13, 1920, the bloodiest demonstration in German history."
the-league-of-nations-holds-its-first-council-meet,The League of Nations holds its first council meeting in,1920,exploration,medium,"The League of Nations holds its first council meeting in Paris, France."
alcohol-prohibition-begins-in-the-united-states-as,Alcohol Prohibition begins in the United States as the,1920,diplomatic,medium,Alcohol Prohibition begins in the United States as the Volstead Act goes into effect.
the-united-states-senate-votes-against-joining-the,The United States Senate votes against joining the League,1920,cultural,medium,The United States Senate votes against joining the League of Nations.
dil-ireann-ratifies-the-anglo-irish-treaty-by-a,Dáil Éireann ratifies the Anglo-Irish Treaty by a 64-57,1922,diplomatic,medium,Dáil Éireann ratifies the Anglo-Irish Treaty by a 64-57 vote.
leonard-thompson-becomes-the-first-person-to-be-in,Leonard Thompson becomes the first person to be injected,1922,exploration,medium,Leonard Thompson becomes the first person to be injected with insulin.
knickerbocker-storm-washington-dcs-biggest-sn,"Knickerbocker Storm: Washington, D.C.'s biggest snowfall,",1922,disasters,medium,"Knickerbocker Storm: Washington, D.C.'s biggest snowfall, causes a disaster when the roof of the Knickerbocker Theatre collapses, killing over 100 people."
ulysses-by-james-joyce-is-published,Ulysses by James Joyce is published.,1922,cultural,medium,Ulysses by James Joyce is published.
united-states-president-warren-g-harding-introduc,United States President Warren G. Harding introduces the,1922,conflict,medium,United States President Warren G. Harding introduces the first radio set in the White House.
brazil-becomes-a-member-of-the-berne-convention-co,Brazil becomes a member of the Berne Convention copyright,1922,diplomatic,medium,Brazil becomes a member of the Berne Convention copyright treaty.
