friendly_name,wikipedia_url,wikipedia_views,category,year,difficulty
Persian Wars Begin,https://en.wikipedia.org/wiki/Greco-Persian_Wars,314453,conflict,-499,hard
Congo Crisis,https://en.wikipedia.org/wiki/Congo_Crisis,314643,conflict,1960,hard
Indonesia Independence,https://en.wikipedia.org/wiki/Indonesian_National_Revolution,314671,diplomatic,1949,hard
Polish-Soviet War,https://en.wikipedia.org/wiki/Polish–Soviet_War,314943,conflict,1920,hard
Great Mosque of Córdoba Expanded,https://en.wikipedia.org/wiki/Mosque–Cathedral_of_Córdoba,315842,infrastructure,987,hard
First Battle of the Marne,https://en.wikipedia.org/wiki/First_Battle_of_the_Marne,316464,conflict,1914,hard
Mongols Sack Baghdad,https://en.wikipedia.org/wiki/Siege_of_Baghdad,317947,conflict,1258,hard
Nagorno-Karabakh War,https://en.wikipedia.org/wiki/Second_Nagorno-Karabakh_War,318040,conflict,2020,hard
Moscow Theatre Hostage Crisis,https://en.wikipedia.org/wiki/Moscow_theater_hostage_crisis,320277,conflict,2002,hard
Death of Pericles,https://en.wikipedia.org/wiki/Pericles,320313,cultural,-429,hard
Union of Kalmar,https://en.wikipedia.org/wiki/Kalmar_Union,320520,diplomatic,1397,hard
Sykes-Picot Agreement,https://en.wikipedia.org/wiki/Sykes–Picot_Agreement,321337,diplomatic,1916,hard
Fifth French Republic,https://en.wikipedia.org/wiki/French_Fifth_Republic,322661,diplomatic,1958,hard
Kepler's Laws of Planetary Motion,https://en.wikipedia.org/wiki/Kepler's_laws_of_planetary_motion,323490,exploration,1609,hard
Berlin Conference,https://en.wikipedia.org/wiki/Berlin_Conference,324815,diplomatic,1884,hard
Salvation Army Founded,https://en.wikipedia.org/wiki/The_Salvation_Army,326378,cultural,1865,hard
Ravenna Becomes Western Roman Capital,https://en.wikipedia.org/wiki/Ravenna,327265,diplomatic,402,hard
Younger Dryas Climate Event,https://en.wikipedia.org/wiki/Younger_Dryas,327672,disasters,-12000,hard
Battle of Leipzig,https://en.wikipedia.org/wiki/Battle_of_Leipzig,328114,conflict,1813,hard
Bengal Famine,https://en.wikipedia.org/wiki/Bengal_famine_of_1943,329348,disasters,1943,hard
Western Schism Begins,https://en.wikipedia.org/wiki/Western_Schism,332119,cultural,1378,hard
Hobbes Publishes Leviathan,https://en.wikipedia.org/wiki/Leviathan_(Hobbes_book),332669,cultural,1651,hard
Battle of Tsushima,https://en.wikipedia.org/wiki/Battle_of_Tsushima,332995,conflict,1905,hard
Gwangju Uprising,https://en.wikipedia.org/wiki/Gwangju_Uprising,333394,conflict,1980,hard
Tale of Genji Written,https://en.wikipedia.org/wiki/The_Tale_of_Genji,334904,cultural,1010,hard
Nuclear Fission Discovered,https://en.wikipedia.org/wiki/Nuclear_fission,338040,exploration,1938,hard
Battle of Hattin,https://en.wikipedia.org/wiki/Battle_of_Hattin,339185,conflict,1187,hard
Fourth Crusade Called,https://en.wikipedia.org/wiki/Fourth_Crusade,344820,conflict,1198,hard
Austro-Prussian War,https://en.wikipedia.org/wiki/Austro-Prussian_War,345582,conflict,1866,hard
Exodus from Egypt,https://en.wikipedia.org/wiki/The_Exodus,347238,cultural,-1300,hard
Mohenjo-daro Built,https://en.wikipedia.org/wiki/Mohenjo-daro,347635,infrastructure,-2500,hard
End of Pax Romana,https://en.wikipedia.org/wiki/Pax_Romana,349504,diplomatic,180,hard
Beethovens First Symphony,https://en.wikipedia.org/wiki/Symphony_No._9_(Beethoven),349893,cultural,1800,hard
Beethoven's Ninth Symphony Premiered,https://en.wikipedia.org/wiki/Symphony_No._9_(Beethoven),349893,cultural,1824,hard
Peace of Westphalia,https://en.wikipedia.org/wiki/Peace_of_Westphalia,349898,conflict,1648,hard
Battle of Passchendaele,https://en.wikipedia.org/wiki/Battle_of_Passchendaele,351296,conflict,1917,hard
German Autobahn Network Expanded,https://en.wikipedia.org/wiki/Autobahn,351311,infrastructure,1942,hard
Anglo-Zulu War,https://en.wikipedia.org/wiki/Anglo-Zulu_War,351755,conflict,1879,hard
Jewish Revolt Against Rome,https://en.wikipedia.org/wiki/First_Jewish–Roman_War,352094,conflict,66,hard
First Insulin Injection,https://en.wikipedia.org/wiki/Insulin,354805,exploration,1922,hard
Haymarket Affair,https://en.wikipedia.org/wiki/Haymarket_affair,354872,diplomatic,1886,hard
Battle of Badr,https://en.wikipedia.org/wiki/Battle_of_Badr,356097,conflict,624,hard
World's Columbian Exposition,https://en.wikipedia.org/wiki/World's_Columbian_Exposition,359943,diplomatic,1893,hard
Birth of Hippocrates,https://en.wikipedia.org/wiki/Hippocrates,360855,cultural,-460,hard
Daguerreotype Photography,https://en.wikipedia.org/wiki/Daguerreotype,362400,cultural,1839,hard
Death of Cervantes,https://en.wikipedia.org/wiki/Miguel_de_Cervantes,370285,cultural,1616,hard
Angolan Civil War Begins,https://en.wikipedia.org/wiki/Angolan_Civil_War,370764,conflict,1975,hard
Sargon of Akkad Founds First Empire,https://en.wikipedia.org/wiki/Sargon_of_Akkad,377134,conflict,-2334,hard
Bar Kokhba Revolt,https://en.wikipedia.org/wiki/Bar_Kokhba_revolt,381287,conflict,132,hard
Babylonian Captivity Begins,https://en.wikipedia.org/wiki/Babylonian_captivity,382670,conflict,-586,hard
Al-Khwarizmi Develops Algebra,https://en.wikipedia.org/wiki/Al-Khwarizmi,383339,exploration,820,hard
Euclid Writes Elements,https://en.wikipedia.org/wiki/Euclid,383867,cultural,-300,hard
Giordano Bruno Burned,https://en.wikipedia.org/wiki/Giordano_Bruno,384275,diplomatic,1600,hard
Kangxi Emperor Begins Reign,https://en.wikipedia.org/wiki/Kangxi_Emperor,384995,diplomatic,1661,hard
First Intifada,https://en.wikipedia.org/wiki/First_Intifada,386900,conflict,1987,hard
Union of South Africa,https://en.wikipedia.org/wiki/Union_of_South_Africa,387512,diplomatic,1910,hard
Battle of Lepanto,https://en.wikipedia.org/wiki/Battle_of_Lepanto,387710,conflict,1571,hard
El Cid Dies,https://en.wikipedia.org/wiki/El_Cid,391275,cultural,1099,hard
Servetus Burned at Stake,https://en.wikipedia.org/wiki/Death_by_burning,394755,diplomatic,1553,hard
Volcanic Winter of 536,https://en.wikipedia.org/wiki/Volcanic_winter_of_536,396322,disasters,536,hard
Vasa Sinks,https://en.wikipedia.org/wiki/Vasa_(ship),399008,disasters,1628,hard
Elizabeth Line Opens,https://en.wikipedia.org/wiki/Elizabeth_line,400434,infrastructure,2022,hard
Jacobite Rising,https://en.wikipedia.org/wiki/Jacobite_rising_of_1745,402942,conflict,1745,hard
Jan Hus Burned at the Stake,https://en.wikipedia.org/wiki/Jan_Hus,405405,cultural,1415,hard
Library of Congress Established,https://en.wikipedia.org/wiki/Library_of_Congress,409421,diplomatic,1800,hard
Book of Kells Created,https://en.wikipedia.org/wiki/Book_of_Kells,416044,cultural,800,hard
Turkish War of Independence,https://en.wikipedia.org/wiki/Turkish_War_of_Independence,417292,conflict,1921,hard
Dutch Revolt Begins,https://en.wikipedia.org/wiki/Eighty_Years'_War,419859,conflict,1568,hard
Shang Dynasty Established,https://en.wikipedia.org/wiki/Shang_dynasty,423277,cultural,-1600,hard
Aesop's Fables Composed,https://en.wikipedia.org/wiki/Aesop's_Fables,428200,cultural,-600,hard
Sweating Sickness Outbreak,https://en.wikipedia.org/wiki/Sweating_sickness,431027,disasters,1485,hard
Carnation Revolution,https://en.wikipedia.org/wiki/Carnation_Revolution,431689,diplomatic,1974,hard
Mali Empire Founded,https://en.wikipedia.org/wiki/Mali_Empire,436142,cultural,1230,hard
Dwarf Planet Eris Discovered,https://en.wikipedia.org/wiki/Eris_(dwarf_planet),436339,exploration,2005,hard
Fatimid Caliphate Established,https://en.wikipedia.org/wiki/Fatimid_Caliphate,437923,diplomatic,909,hard
Andrea Doria Sinks,https://en.wikipedia.org/wiki/SS_Andrea_Doria,438775,disasters,1956,hard
Time Magazine First Issue,https://en.wikipedia.org/wiki/Time_(magazine),441397,diplomatic,1923,hard
Bob Dylan Goes Electric,https://en.wikipedia.org/wiki/Electric_Dylan_controversy,441427,cultural,1965,hard
Zhou Dynasty Begins,https://en.wikipedia.org/wiki/Zhou_dynasty,446021,diplomatic,-1046,hard
First Woman Elected to US Senate,https://en.wikipedia.org/wiki/Katie_Britt,451886,exploration,1932,hard
Sydney Opera House Construction Begins,https://en.wikipedia.org/wiki/Sydney_Opera_House,452997,infrastructure,1959,hard
Paris Commune,https://en.wikipedia.org/wiki/Paris_Commune,454016,conflict,1871,hard
Assassination of McKinley,https://en.wikipedia.org/wiki/Assassination_of_William_McKinley,454432,conflict,1901,hard
Shaka Zulu Founds Zulu Kingdom,https://en.wikipedia.org/wiki/Shaka,454894,conflict,1816,hard
Battle of Jutland,https://en.wikipedia.org/wiki/Battle_of_Jutland,455633,conflict,1916,hard
Persepolis Founded,https://en.wikipedia.org/wiki/Persepolis,456848,infrastructure,-518,hard
Piper Alpha Disaster,https://en.wikipedia.org/wiki/Piper_Alpha,457174,disasters,1988,hard
Polynesian Expansion Begins,https://en.wikipedia.org/wiki/Austronesian_peoples,457204,exploration,-1000,hard
First Sino-Japanese War,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,457870,conflict,1894,hard
African Union Founded,https://en.wikipedia.org/wiki/African_Union,459479,diplomatic,2002,hard
Phoenician Alphabet Development,https://en.wikipedia.org/wiki/Phoenician_alphabet,463198,cultural,-900,hard
Mercator Projection Map,https://en.wikipedia.org/wiki/Mercator_projection,467423,diplomatic,1569,hard
Battle of Stamford Bridge,https://en.wikipedia.org/wiki/Battle_of_Stamford_Bridge,472911,conflict,1066,hard
Second French Empire,https://en.wikipedia.org/wiki/Second_French_Empire,473602,diplomatic,1852,hard
Battle of Karbala,https://en.wikipedia.org/wiki/Battle_of_Karbala,476310,conflict,680,hard
Hong Kong International Airport Opens,https://en.wikipedia.org/wiki/Hong_Kong_International_Airport,477161,infrastructure,1998,hard
Nitrogen Discovered,https://en.wikipedia.org/wiki/Nitrogen,477614,exploration,1772,hard
Lake Nyos Disaster,https://en.wikipedia.org/wiki/Lake_Nyos_disaster,480141,disasters,1986,hard
Delhi Metro Opens,https://en.wikipedia.org/wiki/Delhi_Metro,480466,infrastructure,2002,hard
Battle of Plassey,https://en.wikipedia.org/wiki/Battle_of_Plassey,482489,conflict,1757,hard
Great Northern War Begins,https://en.wikipedia.org/wiki/Great_Northern_War,482609,conflict,1700,hard
Mycenaean Citadels Built,https://en.wikipedia.org/wiki/Mycenaean_Greece,482644,infrastructure,-1400,hard
Domestication of Wheat,https://en.wikipedia.org/wiki/Wheat,483068,exploration,-9500,hard
Hanseatic League Forms,https://en.wikipedia.org/wiki/Hanseatic_League,484469,diplomatic,1241,hard
Ibn Battuta Begins Travels,https://en.wikipedia.org/wiki/Ibn_Battuta,486670,exploration,1325,hard
Virgil Writes the Aeneid,https://en.wikipedia.org/wiki/Aeneid,489983,cultural,-29,hard
Black September,https://en.wikipedia.org/wiki/Black_September,494675,diplomatic,1970,hard
People Power Revolution (Philippines),https://en.wikipedia.org/wiki/People_Power_Revolution,500069,diplomatic,1986,hard
French-Indochina War Begins,https://en.wikipedia.org/wiki/First_Indochina_War,500284,conflict,1946,hard
Haitian Independence,https://en.wikipedia.org/wiki/Haitian_Revolution,503915,diplomatic,1804,hard
Battle of Teutoburg Forest,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,510023,conflict,9,hard
Second Intifada Begins,https://en.wikipedia.org/wiki/Second_Intifada,511267,conflict,2000,hard
Thalidomide Scandal,https://en.wikipedia.org/wiki/Thalidomide_scandal,511313,disasters,1961,hard
Ohm's Law,https://en.wikipedia.org/wiki/Ohm's_law,512234,exploration,1827,hard
Katyn Massacre,https://en.wikipedia.org/wiki/Katyn_massacre,514564,conflict,1940,hard
Dada Movement Begins,https://en.wikipedia.org/wiki/Dada,514816,cultural,1916,hard
Late Bronze Age Drought,https://en.wikipedia.org/wiki/Late_Bronze_Age_collapse,519001,disasters,-1200,hard
Charles V Becomes King of Spain,https://en.wikipedia.org/wiki/Philip_V_of_Spain,524772,diplomatic,1516,hard
Change 4 Lands on Far Side of Moon,https://en.wikipedia.org/wiki/Moon_landing,525236,exploration,2019,hard
Red Army Founded,https://en.wikipedia.org/wiki/Red_Army,527345,conflict,1918,hard
India's First Railway,https://en.wikipedia.org/wiki/Indian_Railways,527877,infrastructure,1853,hard
Solomon's Temple Completed,https://en.wikipedia.org/wiki/Solomon's_Temple,531264,infrastructure,-957,hard
Minoan Civilization Peak,https://en.wikipedia.org/wiki/Minoan_civilization,533243,diplomatic,-2000,hard
Wannsee Conference,https://en.wikipedia.org/wiki/Wannsee_Conference,539454,conflict,1942,hard
Ptolemaic Kingdom Established,https://en.wikipedia.org/wiki/Ptolemaic_Kingdom,546323,diplomatic,-305,hard
YMCA Founded,https://en.wikipedia.org/wiki/YMCA,548952,cultural,1844,hard
Venus de Milo Discovered,https://en.wikipedia.org/wiki/Venus_de_Milo,551022,exploration,1820,hard
Darius the Great Becomes King,https://en.wikipedia.org/wiki/Darius_the_Great,552762,cultural,-522,hard
Darius I Becomes Persian King,https://en.wikipedia.org/wiki/Darius_the_Great,552762,diplomatic,-522,hard
Denver International Airport Opens,https://en.wikipedia.org/wiki/Denver_International_Airport,553971,infrastructure,1995,hard
Siege of Leningrad Lifted,https://en.wikipedia.org/wiki/Siege_of_Leningrad,555085,conflict,1944,hard
Philippine-American War,https://en.wikipedia.org/wiki/Philippine–American_War,563680,conflict,1899,hard
Dreyfus Affair,https://en.wikipedia.org/wiki/Dreyfus_affair,565768,diplomatic,1894,hard
Golden Temple Construction Begins,https://en.wikipedia.org/wiki/Golden_Temple,574629,infrastructure,1585,hard
Russo-Georgian War,https://en.wikipedia.org/wiki/Russo-Georgian_War,576382,conflict,2008,hard
Marie Antoinette Marries Louis XVI,https://en.wikipedia.org/wiki/Louis_XVII,580110,cultural,1770,hard
Manchukuo Established,https://en.wikipedia.org/wiki/Manchukuo,583709,diplomatic,1932,hard
Tenochtitlan Founded,https://en.wikipedia.org/wiki/Tenochtitlan,584360,exploration,1325,hard
Domestication of Donkeys,https://en.wikipedia.org/wiki/Donkey,585964,exploration,-4500,hard
End of Bretton Woods,https://en.wikipedia.org/wiki/Bretton_Woods_system,592939,diplomatic,1971,hard
Bangladesh Liberation War,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War,592982,conflict,1971,hard
US Invasion of Grenada,https://en.wikipedia.org/wiki/United_States_invasion_of_Grenada,597569,conflict,1983,hard
War of Spanish Succession Begins,https://en.wikipedia.org/wiki/War_of_the_Spanish_Succession,599031,conflict,1701,hard
Battle of Cannae,https://en.wikipedia.org/wiki/Battle_of_Cannae,603032,conflict,-216,hard
Beslan School Siege,https://en.wikipedia.org/wiki/Beslan_school_siege,603937,conflict,2004,hard
Viking Raid on Lindisfarne,https://en.wikipedia.org/wiki/Lindisfarne,606780,conflict,793,hard
Swan Lake Premiered,https://en.wikipedia.org/wiki/Swan_Lake,626612,cultural,1877,hard
Trajan Becomes Emperor,https://en.wikipedia.org/wiki/Trajan,638617,diplomatic,98,hard
Seljuk Empire Founded,https://en.wikipedia.org/wiki/Seljuk_Empire,641256,diplomatic,1037,hard
Seljuk Turks Capture Baghdad,https://en.wikipedia.org/wiki/Seljuk_Empire,641256,diplomatic,1055,hard
Battle of Austerlitz,https://en.wikipedia.org/wiki/Battle_of_Austerlitz,643029,conflict,1805,hard
Non-Aligned Movement Founded,https://en.wikipedia.org/wiki/Non-Aligned_Movement,643335,diplomatic,1961,hard
Statue of Unity Unveiled,https://en.wikipedia.org/wiki/Statue_of_Unity,644378,infrastructure,2018,hard
Song Dynasty Founded,https://en.wikipedia.org/wiki/Song_dynasty,646333,cultural,960,hard
Song Dynasty Established,https://en.wikipedia.org/wiki/Song_dynasty,646333,diplomatic,960,hard
Akhenaten's Religious Revolution,https://en.wikipedia.org/wiki/Akhenaten,656963,cultural,-1353,hard
Delhi Sultanate Established,https://en.wikipedia.org/wiki/Delhi_Sultanate,659857,diplomatic,1206,hard
Bauhaus School Founded,https://en.wikipedia.org/wiki/Bauhaus,665586,cultural,1919,hard
Assyrian Empire Expansion,https://en.wikipedia.org/wiki/Assyria,671585,diplomatic,-900,hard
Seleucid Empire Founded,https://en.wikipedia.org/wiki/Seleucid_Empire,676713,diplomatic,-305,hard
Pythagoras Founds School,https://en.wikipedia.org/wiki/Pythagoras,678703,cultural,-530,hard
Maxwell's Equations,https://en.wikipedia.org/wiki/Maxwell's_equations,680231,exploration,1865,hard
Brooklyn Bridge Construction Begins,https://en.wikipedia.org/wiki/Brooklyn_Bridge,687106,infrastructure,1869,hard
Pope Leo Meets Attila,https://en.wikipedia.org/wiki/Pope_Leo_I,687274,cultural,452,hard
Alhambra Palace Expanded,https://en.wikipedia.org/wiki/Alhambra,688701,infrastructure,1333,hard
Irish War of Independence Begins,https://en.wikipedia.org/wiki/Irish_War_of_Independence,696853,conflict,1919,hard
Plate Tectonics Confirmed,https://en.wikipedia.org/wiki/Plate_tectonics,702350,exploration,1968,hard
Oxygen Discovered,https://en.wikipedia.org/wiki/Oxygen,705003,exploration,1774,hard
Baghdad Founded,https://en.wikipedia.org/wiki/Baghdad,705305,diplomatic,762,hard
Assassination of Garfield,https://en.wikipedia.org/wiki/Assassination_of_James_A._Garfield,708215,conflict,1881,hard
Buckingham Palace Built,https://en.wikipedia.org/wiki/Buckingham_Palace,716184,infrastructure,1703,hard
Geneva Conventions Updated,https://en.wikipedia.org/wiki/Geneva_Conventions,726938,diplomatic,1949,hard
Dutch Republic Declared,https://en.wikipedia.org/wiki/Dutch_language,732311,diplomatic,1581,hard
Carrington Event,https://en.wikipedia.org/wiki/Carrington_Event,736007,disasters,1859,hard
Goethe Writes Faust Part 1,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,736506,cultural,1808,hard
Dancing Plague of Strasbourg,https://en.wikipedia.org/wiki/Dancing_plague_of_1518,742401,disasters,1518,hard
Hydrogen Discovered,https://en.wikipedia.org/wiki/Hydrogen,755107,exploration,1766,hard
Brothers Karamazov Published,https://en.wikipedia.org/wiki/The_Brothers_Karamazov,761088,cultural,1880,hard
Linnaeus Creates Taxonomy,https://en.wikipedia.org/wiki/Taxonomy_(biology),768709,exploration,1735,hard
Channel Tunnel Construction Begins,https://en.wikipedia.org/wiki/Channel_Tunnel,779237,infrastructure,1988,hard
Museum of Alexandria Founded,https://en.wikipedia.org/wiki/Alexandria,784234,infrastructure,-290,hard
