event_name,event_title,approximate_year,region,category,sources
kant-critique-pure-reason,Kant Critique of Pure Reason,1781,Prussia,intellectual,consequence_chain
yorktown-surrender,Yorktown Surrender,1781,Virginia,military,consequence_chain
herschel-discovers-uranus,Herschel Discovers Uranus,1781,England,scientific,consequence_chain
schiller-major-plays,Schiller Writes Major German Dramas,1784,Germany,theatrical,r2_cultural
wrought-iron-puddling,Wrought Iron Puddling Process,1784,Britain,metallurgy,r2_tech_chains
cotton-power-loom,Power Loom Invented,1785,Britain,invention,chronology
coulomb-electrostatics,Coulomb Formulates Electrostatic Law,1785,France,scientific,r2_scientific
lavoisier-chemical-nomenclature,Lavoisier Develops Chemical Nomenclature,1787,France,scientific,r2_scientific
mozart-operas,Mozart Composes Don Giovanni and Operas,1787,Austria,musical,r2_cultural
american-constitution-adoption,US Constitution Ratified,1788,America,legal,chronology
lagrange-mechanics,Lagrange Develops Lagrangian Mechanics,1788,France,mathematical,r2_scientific
storming-bastille-france,Storming of the Bastille,1789,France,political,chronology
estates-general-convened,Estates-General Convened,1789,Versailles,political,consequence_chain
declaration-rights-man-citizen,Declaration of Rights of Man and Citizen,1789,France,legal,consequence_chain
womens-march-versailles,Women's March on Versailles,1789,Versailles,social,consequence_chain
abolition-of-feudalism,Abolition of Feudalism,1789,France,legal,consequence_chain
chemistry-lavoisier,Modern Chemistry,1789,France,science,historical_firsts
civil-constitution-clergy,Civil Constitution of the Clergy,1790,France,religious,consequence_chain
prison-reform,Prison Penitentiary System,1790,USA,law,historical_firsts
stereotyping-process,Stereotyping for Printing,1790,Scotland,printing,r2_tech_chains
optical-telegraph-system,Optical Telegraph System,1790,France,communication,r2_tech_chains
flight-to-varennes,Flight to Varennes,1791,France,political,consequence_chain
war-declared-austria,War Declared Against Austria,1792,France,military,consequence_chain
september-massacres,September Massacres,1792,Paris,social,consequence_chain
abolition-of-monarchy,Abolition of Monarchy,1792,France,political,consequence_chain
reign-terror-french-revolution,Reign of Terror in France,1793,France,political,chronology
execution-of-louis-xvi,Execution of Louis XVI,1793,Paris,political,consequence_chain
louvre-opened,Louvre Museum,1793,France,institutions,historical_firsts
thermidorian-reaction,Thermidorian Reaction,1794,Paris,political,consequence_chain
metric-system-france,Metric System Adopted,1795,France,scientific,chronology
directory-period,Directory Period Established,1795,France,political,consequence_chain
hawaiian-kingdom-unification,Hawaiian Kingdom Unified Under Kamehameha,1795,Polynesia,political,r2_africa_pacific
jenner-vaccination-smallpox,Jenner Develops Vaccination Against Smallpox,1796,England,medical,r2_scientific
lithography-development,Lithography Invention,1796,Bavaria,printing,r2_tech_chains
income-tax,Income Tax System,1799,England,economy,historical_firsts
volta-electric-battery,Volta Invents Electric Battery,1800,Italy,scientific,r2_scientific
high-pressure-steam,High-Pressure Steam Boiler Development,1800,Britain,energy,r2_tech_chains
dobby-mechanism,Dobby Loom Control Mechanism,1800,Britain,textiles,r2_tech_chains
breech-loading-mechanism,Breech-Loading Gun Mechanism,1800,USA,weapons,r2_tech_chains
haida-totem-poles,Haida Totem Pole Carving Peak,1800,North America,artistic,r2_korea_americas
kwakwakawakw-potlatch,Kwakwakawakw Potlatch Tradition Peak,1800,North America,social,r2_korea_americas
barbary-wars,Barbary Wars Begin,1801,Africa,military,chronology
sikh-empire-ranjit-singh,Sikh Empire Under Ranjit Singh,1801,South Asia,political,non_western
young-double-slit-experiment,Young Performs Double-Slit Interference Experiment,1801,England,scientific,r2_scientific
napoleonic-wars-begin,Napoleonic Wars Begin,1803,Europe,military,consequence_chain
abolition-slavery-denmark,Danish Slave Trade Abolition,1803,Denmark,social,historical_firsts
napoleon-coronation,Napoleon Crowned Emperor,1804,France,political,chronology
criminal-law-code,Napoleonic Code,1804,France,law,historical_firsts
jacquard-loom-invented,Jacquard Loom Textile Innovation,1804,France,cultural,r2_cultural
continental-system,Continental System Blockade,1806,Europe,economic,consequence_chain
percussion-cap-invention,Percussion Cap Invention,1807,Scotland,weapons,r2_tech_chains
peninsular-war,Peninsular War Begins,1808,Spain,military,consequence_chain
atom-dalton,Atomic Theory,1808,England,science,historical_firsts
goethe-faust-publication,Goethe Publishes Faust,1808,Germany,literary,r2_cultural
divorce-law,First Divorce Law,1809,France,law,historical_firsts
avogadro-molecular-hypothesis,Avogadro Proposes Molecular Hypothesis,1811,Italy,scientific,r2_scientific
napoleon-retreat-russia,Napoleon's Russian Campaign,1812,Russia,military,chronology
cuvier-paleontology,Cuvier Founds Paleontology and Comparative Anatomy,1812,France,scientific,r2_scientific
restoration-bourbon-monarchy,Restoration of Bourbon Monarchy,1814,France,political,consequence_chain
battle-waterloo-napoleon,Battle of Waterloo,1815,Europe,military,chronology
fresnel-wave-optics,Fresnel Develops Wave Theory of Light,1815,France,scientific,r2_scientific
smith-stratigraphy,William Smith Develops Stratigraphic Principle,1815,England,scientific,r2_scientific
zulu-kingdom-formation,Zulu Kingdom Forms Under Shaka,1816,Southern Africa,political,r2_africa_pacific
zulu-military-innovation,Zulu Develop Assegai Spear Tactics,1818,Southern Africa,military,r2_africa_pacific
first-steamship,SS Savannah,1819,USA,communication,historical_firsts
museum-prado-opened,Prado Museum,1819,Spain,institutions,historical_firsts
mfecane-wars,Mfecane Wars and Zulu Expansion,1820,Sub-Saharan Africa,military,gap_analysis
magnetism-electromagnetism,Electromagnetism,1820,Denmark,science,historical_firsts
ampere-electromagnetism,Ampere Develops Electromagnetism,1820,France,scientific,"r2_scientific, r2_scientific"
power-loom-mechanical,Power Loom Mechanical Improvements,1820,Britain,textiles,r2_tech_chains
zulu-impis-regiment,Zulu Impis Military Regiments Organized,1820,Southern Africa,military,r2_africa_pacific
sotho-moshoeshoe-reforms,Moshoeshoe Reforms Sotho Military Organization,1820,Southern Africa,military,r2_africa_pacific
maori-musket-wars,Maori Musket Wars Transform Warfare,1820,Polynesia,military,r2_africa_pacific
carnot-thermodynamics,Carnot Develops Thermodynamic Cycle,1824,France,scientific,r2_scientific
beethoven-symphony-nine,Beethoven Composes Symphony No. 9,1824,Austria,musical,r2_cultural
portland-cement-development,Portland Cement Development,1824,Britain,construction,r2_tech_chains
first-locomotive,Stephenson Locomotive,1825,England,infrastructure,historical_firsts
mfecane-populations-displaced,Mfecane Displaces Populations Across Africa,1825,Southern Africa,social,r2_africa_pacific
railway-locomotive-stephenson,Stephenson's Locomotive Success,1829,Britain,invention,chronology
police-force-modern,Metropolitan Police,1829,England,governance,historical_firsts
first-railroad,Liverpool-Manchester Railway,1830,England,infrastructure,historical_firsts
railroad-station,Terminal Station,1830,England,infrastructure,historical_firsts
lyell-uniformitarianism,Lyell Develops Uniformitarian Geology,1830,Scotland,scientific,r2_scientific
hokusai-great-wave,Hokusai Creates Mount Fuji Series,1830,Japan,artistic,r2_cultural
hiroshige-landscape-prints,Hiroshige Creates Landscape Print Series,1830,Japan,artistic,r2_cultural
bharatanatyam-tradition,Bharatanatyam Dance Tradition Codified,1830,South Asia,cultural,r2_cultural
faraday-electromagnetic-induction,Faraday Discovers Electromagnetic Induction,1831,England,scientific,r2_scientific
child-labor-law,Factory Acts,1833,England,law,historical_firsts
female-university,Mount Holyoke College,1837,USA,social,historical_firsts
cell-structure,Cell Theory,1839,Germany,science,historical_firsts
penny-post-britain,Penny Black Mail,1840,England,communication,historical_firsts
pension-system,Prussian Pension,1840,Germany,social,historical_firsts
dental-school,Baltimore Dental School,1840,USA,institutions,historical_firsts
electrotyping-process,Electrotyping Copper Printing Plates,1840,Germany,printing,r2_tech_chains
morse-telegraph-refinement,Morse Telegraph Improvements,1840,USA,communication,r2_tech_chains
joule-heat-energy,Joule Establishes Heat and Energy Relationship,1843,England,scientific,r2_scientific
rotary-press-development,Rotary Printing Press Development,1844,USA,printing,r2_tech_chains
vulcanization-goodyear,Vulcanization of Rubber (Goodyear),1844,USA,materials,r2_tech_chains
faraday-electromagnetic-field,Faraday Develops Field Theory,1845,England,scientific,r2_scientific
anesthesia-ether,Ether Anesthesia,1846,USA,medicine,historical_firsts
joule-mechanical-equivalent-heat,Joule Measures Mechanical Equivalent of Heat,1847,England,scientific,r2_scientific
semmelweis-childbed-fever,Semmelweis Reduces Puerperal Fever Deaths,1847,Austria,medical,r2_scientific
hooker-plant-distribution,Hooker Studies Geographic Plant Distribution,1847,England,scientific,r2_scientific
womens-rights-convention,Seneca Falls Convention,1848,USA,social,historical_firsts
universal-suffrage,Male Universal Suffrage,1848,France,governance,historical_firsts
public-health,Public Health Act,1848,England,governance,historical_firsts
sanitation-system,Sanitation Authority,1848,England,governance,historical_firsts
detective-agency,Pinkerton Detectives,1850,USA,governance,historical_firsts
library-system,Free Library System,1850,USA,institutions,historical_firsts
rubber-cultivation-begins,Rubber Tree Cultivation in Southeast Asia,1850,Southeast Asia,agricultural,r2_economic
clausius-entropy,Clausius Formulates Second Law of Thermodynamics,1850,Germany,scientific,r2_scientific
compound-steam-engine,Compound Steam Engine,1850,Britain,energy,r2_tech_chains
telegraph-sounder-design,Telegraph Sounder Design,1850,USA,communication,r2_tech_chains
ethiopian-tewodros-reform,Emperor Tewodros Reforms Ethiopian State,1855,Africa,political,non_western
opium-wars-second,Second Opium War,1856,China,military,consequence_chain
virchow-cellular-pathology,Virchow Establishes Cellular Pathology,1858,Germany,medical,r2_scientific
wallace-evolution-theory,Wallace Develops Evolution Theory Independently,1858,England,scientific,r2_scientific
huxley-vertebrate-anatomy,Huxley Advances Vertebrate Anatomy,1858,England,scientific,r2_scientific
telegraph-cable-insulation,Telegraph Cable Insulation Development,1858,Britain,communication,r2_tech_chains
darwin-evolution-origin,Darwin Publishes Origin of Species,1859,England,scientific,r2_scientific
nursing-school,Nightingale Nursing School,1860,England,institutions,historical_firsts
maxwell-kinetic-theory,Maxwell Develops Kinetic Theory of Gases,1860,Scotland,scientific,r2_scientific
nightingale-nursing-reform,Florence Nightingale Reforms Nursing Practice,1860,England,medical,r2_scientific
american-civil-war,American Civil War Begins,1861,America,military,chronology
subway-system,London Underground,1863,England,infrastructure,historical_firsts
first-weather-forecast,Weather Forecast Service,1865,England,science,historical_firsts
antiseptic-surgery,Antiseptic Surgery,1865,England,medicine,historical_firsts
maxwell-electromagnetic-equations,Maxwell Formulates Electromagnetic Equations,1865,Scotland,scientific,r2_scientific
inheritance-mendel,Laws of Inheritance,1866,Austria,science,historical_firsts
haeckel-embryology,Haeckel Develops Embryological Studies,1866,Germany,scientific,r2_scientific
geunjeongjeon-completion,Geunjeongjeon Throne Hall Rebuilt,1867,Korea,architectural,r2_korea_americas
mendeleev-periodic-table,Mendeleev Creates Periodic Table of Elements,1869,Russia,scientific,r2_scientific
womens-property-rights,Women Property Rights Act,1870,England,law,historical_firsts
information-bureau,Tourist Information Bureau,1873,Austria,governance,historical_firsts
surgery-antiseptic-system,Listerine Antiseptic,1876,England,medicine,historical_firsts
telephone-diaphragm,Telephone Diaphragm Development,1876,USA,communication,r2_tech_chains
microphone-technology,Microphone Technology Development,1878,USA,communication,r2_tech_chains
telephone-exchange-system,Telephone Exchange and Switching,1878,USA,communication,r2_tech_chains
scramble-africa-begins,Scramble for Africa Begins,1880,Africa,political,chronology
free-education,Free Primary Education,1880,France,social,historical_firsts
mild-steel-production,Mild Steel Alloy Production,1880,Britain,metallurgy,r2_tech_chains
nickel-steel-development,Nickel Steel Alloy Development,1880,Germany,metallurgy,r2_tech_chains
steel-frame-building,Steel Frame Building Construction,1880,USA,construction,r2_tech_chains
natural-history-museum,Natural History Museum London,1881,England,institutions,historical_firsts
disability-rights,Disability Care Law,1881,Germany,law,historical_firsts
orphan-support,Orphan Welfare Law,1881,France,social,historical_firsts
koch-tuberculosis-bacterium,Koch Discovers Tuberculosis Bacterium,1882,Germany,medical,r2_scientific
surgery-local-anesthesia,Local Anesthesia,1884,Austria,medicine,historical_firsts
time-zone-development,Time Zone System Development,1884,USA,timekeeping,r2_tech_chains
school-lunch-program,School Meal Program,1889,Sweden,social,historical_firsts
anti-trust-law,Sherman Anti-Trust Act,1890,USA,law,historical_firsts
rinderpest-africa-impact,Rinderpest Epizootic in East Africa,1890,Sub-Saharan Africa,ecological,r2_paradigm_shifts
urban-planning,City Planning,1894,USA,governance,historical_firsts
x-ray-discovery,X-Ray Discovery,1895,Germany,science,historical_firsts
xia-dynasty,Xia Dynasty,1900,East Asia,political,gap_analysis
wright-brothers-flight,Wright Brothers' First Flight,1903,America,invention,chronology
traffic-control,Traffic Laws,1903,USA,governance,historical_firsts
blood-clotting,Blood Clotting Theory,1905,Germany,medicine,historical_firsts
corporate-tax,Corporate Tax,1909,USA,economy,historical_firsts
unemployment-benefits,Unemployment Insurance,1911,England,social,historical_firsts
maternity-leave,Maternity Benefit Act,1911,England,social,historical_firsts
public-healthcare-system,Healthcare System,1912,Germany,institutions,historical_firsts
bolshevik-revolution,Bolshevik Revolution,1917,Russia,political,chronology
roaring-twenties-era,Roaring Twenties Begin,1920,America,cultural,chronology
antibiotics,Penicillin Discovery,1928,England,medicine,historical_firsts
great-depression-economy,Great Depression Begins,1929,America,economic,chronology
child-allowance,Child Allowance,1932,Belgium,social,historical_firsts
rise-hitler-nazism,Rise of Nazi Germany,1933,Germany,political,chronology
transportation-map,Transit Map,1933,England,communication,historical_firsts
sales-tax,Sales Tax,1934,USA,economy,historical_firsts
blitzkrieg-tactics-deployed,Blitzkrieg Tactics Deployed,1939,Europe,military,chronology
atomic-bomb-nagasaki-ww2,Atomic Bomb on Nagasaki,1945,Japan,military,chronology
korean-war-begins-1950,Korean War Begins,1950,Korea,military,chronology
hungarian-uprising-1956,Hungarian Uprising,1956,Hungary,military,chronology
sputnik-launch-space,Sputnik Launch,1957,Russia,invention,chronology
cuban-missile-crisis-1962,Cuban Missile Crisis,1962,Cuba,political,chronology
vietnam-war-escalates-1964,Vietnam War Escalates,1964,Vietnam,military,chronology
fall-berlin-wall-1989,Fall of Berlin Wall,1989,Germany,political,chronology
collapse-soviet-union-1991,Collapse of Soviet Union,1991,Russia,political,chronology
handloom-frame-loom,Hand Loom and Frame Loom Development,2000,Anatolia,textiles,r2_tech_chains
reed-shuttle-developed,Reed Shuttle Developed,2000,Egypt,textiles,r2_tech_chains
iron-smelting-bloomery,Iron Smelting in Bloomery Furnace,2000,Anatolia,metallurgy,r2_tech_chains
water-clock-clepsydra,Water Clock (Clepsydra) Development,2000,Egypt,timekeeping,r2_tech_chains
recurved-bow-design,Recurved Bow Design,2000,Central Asia,weapons,r2_tech_chains
winnowing-tray-fan,Winnowing Tray and Fan Development,2000,Asia,agriculture,r2_tech_chains
grain-storage-silos,Grain Storage and Silo Design,2000,Egypt,agriculture,r2_tech_chains
clay-brick-kiln,Clay Brick Firing Kiln,2000,Mesopotamia,construction,r2_tech_chains
bronze-adoption-mediterranean,Bronze Working Spreads Mediterranean,2000,Mediterranean,technology,r2_paradigm_shifts
soil-exhaustion-mesopotamia,Mesopotamian Soil Salinization Cycle,2000,Middle East,ecological,r2_paradigm_shifts
sedentary-hunter-gatherer,Sedentary Hunter-Gatherer Societies Develop,2000,Global,social,r2_paradigm_shifts
nine-eleven-attacks,September 11 Attacks,2001,America,disaster,chronology
bronze-casting-techniques,Bronze Casting and Mold-Making,2500,Mesopotamia,metallurgy,r2_tech_chains
drop-spindle-invented,Drop Spindle Spinning Invented,3000,Mesopotamia,textiles,r2_tech_chains
gnomon-shadow-clock,Gnomon and Shadow Stick Used,3000,Egypt,timekeeping,r2_tech_chains
smoke-signal-systems,Smoke Signal Communication Systems,3000,Americas,communication,r2_tech_chains
norte-chico-caral,Caral Maritime Resource Center,3000,South America,economic,r2_korea_americas
domestication-potato-americas,Potato Domestication in Andes,3000,South America,agricultural,r2_paradigm_shifts
millet-adoption-china,Millet Cultivation Spreads in Northern China,3000,East Asia,agricultural,r2_paradigm_shifts
domestication-rice-southeast-asia,Rice Domestication in Southeast Asia,3000,Southeast Asia,agricultural,r2_paradigm_shifts
tin-smelting-mines,Tin Mining and Smelting Developed,3500,Anatolia,metallurgy,r2_tech_chains
fiber-preparation-flax,Flax and Hemp Fiber Preparation,3500,Egypt,textiles,r2_tech_chains
domestication-llama-alpaca,Camelid Domestication in South America,4000,South America,agricultural,r2_paradigm_shifts
copper-smelting-developed,Copper Smelting Process Developed,4500,Mesopotamia,metallurgy,r2_tech_chains
native-copper-working,Native Copper Working Begins,5000,Middle East,metallurgy,r2_tech_chains
domestication-maize-americas,Maize Domestication in Mesoamerica,5000,Mesoamerica,agricultural,r2_paradigm_shifts
domestication-wheat-middle-east,Wheat Domestication in Fertile Crescent,8000,Middle East,agricultural,"r2_paradigm_shifts, r2_paradigm_shifts"
jomon-maritime-culture,Jomon Maritime Culture Adapts,10000,East Asia,economic,r2_paradigm_shifts
,,,,,
